"audio","label","labels","human_label","human_labels","path","dataset_source","split","env","emergency","file_exists","audio_format","duration","sample_rate","channels","bit_depth","bit_velocity","size","date_modification"
"64750.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64750.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64742.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64742.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"5360.wav","/m/02sgy","[""/m/02sgy"", ""/m/018vs"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""bass"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/5360.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64753.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64753.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64745.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64745.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64755.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64755.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"5355.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/5355.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64748.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64748.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64749.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64749.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64751.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64751.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64752.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64752.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64754.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64754.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"5370.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/5370.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"5364.wav","/m/02sgy","[""/m/02sgy"", ""/m/018vs"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""bass"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/5364.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64764.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64764.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"5365.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/5365.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64758.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64758.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64767.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64767.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64768.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64768.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64769.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64769.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"5369.wav","/m/02sgy","[""/m/02sgy"", ""/m/018vs"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""bass"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/5369.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64763.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64763.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64766.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64766.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"5376.wav","/m/02sgy","[""/m/02sgy"", ""/m/018vs"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""bass"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/5376.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64765.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64765.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64775.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64775.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64770.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64770.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"5379.wav","/m/02sgy","[""/m/02sgy"", ""/m/018vs"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""bass"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/5379.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64771.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64771.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64772.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64772.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64774.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64774.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64773.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64773.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64776.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64776.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64777.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64777.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"232713.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/232713.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64779.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64779.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"232715.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/232715.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64781.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64781.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"232717.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/232717.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"232720.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/232720.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64787.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64787.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64788.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64788.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64789.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64789.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64790.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64790.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64791.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64791.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64778.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64778.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"232723.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/232723.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64794.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64794.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64792.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64792.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"378143.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/378143.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"378144.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/378144.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"64780.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/64780.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"5354.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/5354.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"5356.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/5356.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97616.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97616.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"201043.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/201043.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"5359.wav","/m/02sgy","[""/m/02sgy"", ""/m/018vs"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""bass"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/5359.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97622.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97622.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97623.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97623.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97624.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97624.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97625.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97625.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97626.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97626.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97627.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97627.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97629.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97629.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97630.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97630.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97631.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97631.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97632.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97632.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97633.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97633.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97634.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97634.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97635.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97635.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97636.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97636.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97637.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97637.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97638.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97638.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97639.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97639.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97641.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97641.wav","zenodo","train","indefinida","False","False","","","","","","","",""
"97642.wav","/m/02sgy","[""/m/02sgy"", ""/m/0342h"", ""/m/0fx80y"", ""/m/04szw"", ""/m/04rlf""]","guitar","[""guitar"", ""strings"", ""Musical_instrument"", ""Music""]","zenodo/97642.wav","zenodo","train","indefinida","False","False","","","","","","","",""
